2, 5.070e-02, 8.447e-02, 9.044e-02, 9.623e-02, 
4, 5.061e-02, 8.759e-02, 8.407e-02, 9.798e-02, 
8, 5.910e-02, 9.263e-02, 1.078e-01, 1.018e-01, 
16, 6.836e-02, 1.025e-01, 1.125e-01, 1.247e-01, 
32, 1.469e-01, 1.985e-01, 1.736e-01, 1.882e-01, 
64, 4.699e-01, 4.208e-01, 3.597e-01, 3.724e-01, 
128, 1.750e+00, 1.398e+00, 1.004e+00, 8.408e-01, 
256, 6.693e+00, 5.210e+00, 3.376e+00, 2.256e+00, 
512, 2.705e+01, 2.063e+01, 1.293e+01, 8.222e+00, 
