6, 5.585e+05, 6.041e+05, 6.462e+05, 
7, 5.647e+06, 5.731e+06, 5.620e+06, 
8, 4.568e+07, 4.095e+07, 3.780e+07, 
9, 2.692e+08, 3.093e+08, 3.096e+08, 
10, 2.176e+09, 2.440e+09, 2.537e+09, 
