2,  4.662e+04, 
3,  8.623e+03, 
4,  4.971e+03, 
5,  4.184e+03, 
6,  2.962e+02, 
7,  2.930e+02,
8,  2.971e+02,
9,  2.905e+02,
10,  2.912e+02,
11,  2.916e+02,
