7.000e+00, 1.870e+02, 2.880e+02, 2.330e+02, 8.650e+02, 
8.000e+00, 2.160e+02, 1.166e+03, 4.800e+02, 7.680e+02, 
9.000e+00, 5.340e+02, 6.860e+02, 9.700e+02, 1.104e+03, 
1.000e+01, 4.199e+03, 1.053e+04, 4.906e+03, 1.022e+04, 
